16:50:37,NEW OBJECT VERIFIED: person (ID 113)
16:50:39,NEW OBJECT VERIFIED: person (ID 146)
16:50:39,NEW OBJECT VERIFIED: person (ID 88)
16:50:39,NEW OBJECT VERIFIED: person (ID 153)
16:50:39,PROMOTION: person (ID 62) is now Static
16:50:39,PROMOTION: person (ID 66) is now Static
16:50:39,NEW OBJECT VERIFIED: person (ID 167)
16:50:39,NEW OBJECT VERIFIED: person (ID 170)
16:50:40,NEW OBJECT VERIFIED: person (ID 170)
16:50:40,NEW OBJECT VERIFIED: person (ID 167)
16:50:41,NEW OBJECT VERIFIED: person (ID 153)
16:50:41,NEW OBJECT VERIFIED: person (ID 170)
16:50:41,NEW OBJECT VERIFIED: person (ID 167)
16:50:41,NEW OBJECT VERIFIED: person (ID 178)
16:50:41,NEW OBJECT VERIFIED: person (ID 153)
16:50:41,NEW OBJECT VERIFIED: person (ID 170)
16:50:41,NEW OBJECT VERIFIED: person (ID 167)
16:50:42,PROMOTION: laptop (ID 71) is now Static
16:50:43,NEW OBJECT VERIFIED: person (ID 153)
16:50:43,NEW OBJECT VERIFIED: person (ID 170)
16:50:44,NEW OBJECT VERIFIED: person (ID 88)
16:50:45,PROMOTION: person (ID 74) is now Static
16:50:46,NEW OBJECT VERIFIED: person (ID 170)
16:50:47,NEW OBJECT VERIFIED: person (ID 146)
16:50:47,NEW OBJECT VERIFIED: person (ID 212)
16:50:47,NEW OBJECT VERIFIED: person (ID 146)
16:50:47,NEW OBJECT VERIFIED: person (ID 222)
16:50:48,NEW OBJECT VERIFIED: person (ID 226)
16:50:48,NEW OBJECT VERIFIED: person (ID 212)
16:50:49,NEW OBJECT VERIFIED: mouse (ID 233)
16:50:50,NEW OBJECT VERIFIED: person (ID 153)
16:50:51,DISAPPEARANCE ANOMALY: person (ID 62) is missing!
16:50:53,REAPPEARANCE: person is back!
16:50:53,NEW OBJECT VERIFIED: person (ID 222)
16:50:53,NEW OBJECT VERIFIED: person (ID 170)
16:50:53,NEW OBJECT VERIFIED: person (ID 212)
16:50:53,NEW OBJECT VERIFIED: mouse (ID 233)
16:50:53,NEW OBJECT VERIFIED: person (ID 260)
16:50:54,NEW OBJECT VERIFIED: person (ID 261)
16:50:54,NEW OBJECT VERIFIED: person (ID 226)
16:50:54,NEW OBJECT VERIFIED: person (ID 264)
16:50:54,NEW OBJECT VERIFIED: person (ID 260)
16:50:55,DISAPPEARANCE ANOMALY: person (ID 74) is missing!
16:50:55,REAPPEARANCE: person is back!
16:50:59,NEW OBJECT VERIFIED: person (ID 289)
16:51:00,NEW OBJECT VERIFIED: person (ID 226)
16:51:00,NEW OBJECT VERIFIED: person (ID 307)
16:51:01,NEW OBJECT VERIFIED: person (ID 261)
16:51:02,DISAPPEARANCE ANOMALY: person (ID 275) is missing!
16:51:02,REAPPEARANCE: person is back!
16:51:07,DISAPPEARANCE ANOMALY: laptop (ID 71) is missing!
16:51:07,DISAPPEARANCE ANOMALY: person (ID 170) is missing!
16:51:07,REAPPEARANCE: person is back!
16:51:07,DISAPPEARANCE ANOMALY: person (ID 5) is missing!
16:51:07,DISAPPEARANCE ANOMALY: person (ID 66) is missing!
16:51:09,REAPPEARANCE: person is back!
16:51:09,REAPPEARANCE: person is back!
16:51:09,REAPPEARANCE: laptop is back!
16:51:09,NEW OBJECT VERIFIED: person (ID 362)
16:51:14,NEW OBJECT VERIFIED: person (ID 397)
16:51:14,NEW OBJECT VERIFIED: person (ID 398)
16:51:15,DISAPPEARANCE ANOMALY: person (ID 354) is missing!
16:51:15,DISAPPEARANCE ANOMALY: laptop (ID 361) is missing!
16:51:15,DISAPPEARANCE ANOMALY: person (ID 359) is missing!
16:51:15,REAPPEARANCE: person is back!
16:51:18,DISAPPEARANCE ANOMALY: person (ID 349) is missing!
16:51:18,REAPPEARANCE: person is back!
16:51:18,REAPPEARANCE: person is back!
16:51:18,REAPPEARANCE: laptop is back!
16:51:19,NEW OBJECT VERIFIED: person (ID 440)
16:51:19,NEW OBJECT VERIFIED: person (ID 441)
16:51:19,NEW OBJECT VERIFIED: person (ID 446)
16:51:19,NEW OBJECT VERIFIED: person (ID 450)
16:51:19,NEW OBJECT VERIFIED: person (ID 451)
16:51:20,NEW OBJECT VERIFIED: person (ID 464)
16:51:20,NEW OBJECT VERIFIED: laptop (ID 477)
16:51:21,NEW OBJECT VERIFIED: person (ID 501)
16:51:21,NEW OBJECT VERIFIED: person (ID 503)
16:51:22,DISAPPEARANCE ANOMALY: person (ID 418) is missing!
16:51:22,REAPPEARANCE: person is back!
16:51:22,NEW OBJECT VERIFIED: laptop (ID 509)
16:51:22,DISAPPEARANCE ANOMALY: person (ID 153) is missing!
16:51:22,REAPPEARANCE: person is back!
16:51:23,NEW OBJECT VERIFIED: person (ID 530)
16:51:23,DISAPPEARANCE ANOMALY: person (ID 439) is missing!
16:51:23,REAPPEARANCE: person is back!
16:51:24,DISAPPEARANCE ANOMALY: person (ID 2) is missing!
16:51:24,REAPPEARANCE: person is back!
16:51:24,DISAPPEARANCE ANOMALY: person (ID 435) is missing!
16:51:25,NEW OBJECT VERIFIED: chair (ID 548)
16:51:26,NEW OBJECT VERIFIED: chair (ID 548)
16:51:26,NEW OBJECT VERIFIED: laptop (ID 509)
16:51:26,DISAPPEARANCE ANOMALY: person (ID 505) is missing!
16:51:26,REAPPEARANCE: person is back!
16:51:26,REAPPEARANCE: person is back!
16:51:27,NEW OBJECT VERIFIED: chair (ID 548)
16:51:27,NEW OBJECT VERIFIED: laptop (ID 509)
16:51:28,NEW OBJECT VERIFIED: person (ID 613)
16:51:28,NEW OBJECT VERIFIED: chair (ID 548)
16:51:28,NEW OBJECT VERIFIED: chair (ID 548)
16:51:28,NEW OBJECT VERIFIED: person (ID 618)
16:51:29,NEW OBJECT VERIFIED: chair (ID 548)
16:51:29,NEW OBJECT VERIFIED: person (ID 618)
16:51:29,NEW OBJECT VERIFIED: person (ID 622)
16:51:29,NEW OBJECT VERIFIED: hot dog (ID 627)
16:51:29,NEW OBJECT VERIFIED: person (ID 622)
16:51:30,NEW OBJECT VERIFIED: laptop (ID 629)
16:51:30,NEW OBJECT VERIFIED: person (ID 627)
16:51:30,NEW OBJECT VERIFIED: person (ID 638)
16:51:30,NEW OBJECT VERIFIED: person (ID 639)
17:06:04,NEW OBJECT VERIFIED: person (ID 69)
17:06:04,NEW OBJECT VERIFIED: person (ID 84)
17:06:04,NEW OBJECT VERIFIED: person (ID 89)
17:06:04,NEW OBJECT VERIFIED: person (ID 92)
17:06:04,NEW OBJECT VERIFIED: person (ID 15)
17:06:04,NEW OBJECT VERIFIED: person (ID 97)
17:06:05,NEW OBJECT VERIFIED: person (ID 97)
17:06:06,NEW OBJECT VERIFIED: person (ID 97)
17:06:07,NEW OBJECT VERIFIED: person (ID 151)
17:06:07,NEW OBJECT VERIFIED: person (ID 153)
